GeForce GTX 460 SE; November 15, 2010; GF104-225-A1; TSMC 40  nm; 1950; 1.1; 6; 288:48:32; GDDR5; 650; 1300; 3400; 20.8; 31.2; 1024; 12 FL 11_1; n/a[ 23]; 4.6; 108.8; 748.8; Unknown; $160; 
GeForce GTX 460; October 11, 2010; GF104; TSMC 40  nm; 1950; 336:56:32; 1.1; 36.4; 1024; GDDR5; 650; 1300; 3400; 20.8; 108.8; 873.6; 12 FL 11_1; n/a[ 23]; 4.6; Unknown; OEM; 150; 
GeForce GTX 460; July 12, 2010; GF104-300-KB-A1; TSMC 40  nm; 1950; 336:56:24; 1.1; 3600; 16.2; GDDR5; 37.8; 768; 86.4; 192; 907.2; Unknown; 12 FL 11_1; n/a[ 23]; 4.6; $199; 150; 
GeForce GTX 460; July 12, 2010; GF104-300-KB-A1; TSMC 40  nm; 1950; 336:56:32; 1.1; 3600; 21.6; GDDR5; 37.8; 1024 2048; 115.2; 256; 907.2; Unknown; 12 FL 11_1; n/a[ 23]; 4.6; $229; 
GeForce GTX 460; September 24, 2011; GF114; TSMC 40  nm; 1950; 336:56:24; 1.1; 778; 1556; GDDR5; 4008; 18.67; 43.57; 1024; 96.2; 192; 12 FL 11_1; n/a[ 23]; 4.6; 1045.6; Unknown; $199; 
GeForce GTX 465; May 31, 2010; GF100; TSMC 40  nm; 3000[ 24]; 529; 11; 352:44:32; 607; GDDR5; 1215; 3206; 19.42; 26.71; 1024; 102.6; 12 FL 11_1; n/a[ 23]; 4.6; 256; 855.36; 106.92; 2004; $279; 
GeForce GTX 470; March 26, 2010; GF100; TSMC 40  nm; 3000[ 24]; 529; 14; 448:56:40; 607; GDDR5; 1215; 3348; 24.28; 34; 1280; 133.9; 12 FL 11_1; n/a[ 23]; 4.6; 320; 1088.64; 136.08; 2154; $349; 
GeForce GTX 480; March 26, 2010; GF100; TSMC 40  nm; 3000[ 24]; 529; 15; 480:60:48; 700; GDDR5; 1401; 3696; 33.60; 42; 1536; 177.4; 12 FL 11_1; n/a[ 23]; 4.6; 384; 1344.96; 168.12; 2504; $499; 
Model; Launch; Code name; Fab (nm); Transistors (million); Die size (mm2); SM count; Core config1,3; Clock rate; Clock rate; Clock rate; Fillrate; Fillrate; Memory configuration; Memory configuration; Memory configuration; Memory configuration; Supported API version; Supported API version; Supported API version; Supported API version; Processing power (GFLOPS)2; Processing power (GFLOPS)2; TDP (Watts)4; Release Price (USD)
Model; Launch; Code name; Fab (nm); Transistors (million); Die size (mm2); SM count; Core config1,3; Core (MHz); Shader (MHz); Memory (MHz); Pixel (GP/s); Texture (GT/s); Size (MB); Bandwidth (GB/s); DRAM type; Bus width (bit); Vulkan; Direct3D; OpenGL; OpenCL5; Single precision; Double precision; TDP (Watts)4; Release Price (USD)
