Model; Launch; Code name; Fab (nm)[ 2]; Bus interface; Core clock (MHz); Memory clock (MHz); Core config1; Fillrate; Fillrate; Fillrate; Fillrate; Memory; Memory; Memory; Memory
Model; Launch; Code name; Fab (nm)[ 2]; Bus interface; Core clock (MHz); Memory clock (MHz); Core config1; MOperations/s; MPixels/s; MTexels/s; MVertices/s; Size (MB); Bandwidth (GB/s); Bus type; Bus width (bit)
GeForce 7025 + nForce 630a; July 2007; MCP68S; TSMC 110  nm; HyperTransport; 425; 266 400[ citation needed]; 2:1:2:2; 850; 850; 850; 106.25; Up to 256 system RAM; 8.528 12.8[ citation needed]; DDR2; 128
GeForce 7050PV + nForce 630a; July 2007; MCP67QV; TSMC 110  nm; HyperTransport; 425; 266 400[ citation needed]; 2:1:2:2; 850; 850; 850; 106.25; Up to 256 system RAM; 8.528 12.8[ citation needed]; DDR2; 128
GeForce 7050 + nForce 610i/630i; July 2007; MCP73; HyperTransport/FSB; 500; 333; 1000; 2:1:2:2; 1000; 1000; 125; 5.336; Up to 256 system RAM; DDR2; 
GeForce 7100 + nForce 630i; July 2007; TSMC 90  nm; FSB; 600; 400; 1200; 2:1:2:2; 1200; 1200; 150; 64; Up to 256 system RAM; DDR2; 
GeForce 7150 + nForce 630i; July 2007; TSMC 90  nm; FSB; 630; 400; 1260; 2:1:2:2; 1260; 1260; 6.4; 64; Up to 256 system RAM; 157.5; DDR2; 
GeForce 7100 GS; August 8, 2006; NV44; TSMC 110  nm; PCIe ×16; 350; 300; 4:3:4:2; 1400; 700; 1400; 64; 262.5; 4.8; DDR2; 
GeForce 7200 GS; January 18, 2006; G72; TSMC 90  nm; AGP 8× PCIe ×16; 450; 400; 2:2:4:2; 1800; 900; 1800; 64; 128 256; 6.4; DDR2; 
GeForce 7300 SE; March 22, 2006; G72; TSMC 90  nm; 350; 333; 4:3:4:2; 128; 1800; 900; 1800; 64; 337.5; DDR2; 
GeForce 7300 LE; March 22, 2006; G72; TSMC 90  nm; 350; 333; 4:3:4:2; 128; 1800; 900; 1800; 64; 337.5; DDR2; 
GeForce 7300 GS; January 18, 2006; G72; TSMC 90  nm; 550; 400; 4:3:4:2; 2200; 1100; 2200; 412.5; 64; 6.4; DDR2; 
GeForce 7300 GT; May 15, 2006; G73; TSMC 90  nm; 350; 325; 8:5:8:4; 2800; 1400; 2800; 128 256; 437.5; 10.4; 128; DDR2; 
GeForce 7500 LE; 2006; G72; TSMC 90  nm; 263 324; 275; 4:3:4:2; 900 1100; 900 1100; 2200; 412.5; 64 128 256; 2.6 6.8; 32 64; DDR2; 
GeForce 7600 GS; March 22, 2006 (PCIe) July 1, 2006 (AGP); TSMC 90  nm; 400; 400; 12:5:12:8; 4800; 3200; 4800; 500; 256; 12.8; 128; DDR2; 
GeForce 7600 GT; March 9, 2006 (PCIe) July 15, 2006 (AGP); TSMC 90  nm; 700; 6720; 12:5:12:8; 4480; 6720; 700; 22.4; 256; GDDR3; 128; 
GeForce 7600 GT 80  nm; January 8, 2007; G73-B1; AGP 8× PCIe ×16; 700; 6720; 12:5:12:8; 4480; 6720; 700; 22.4; 256; GDDR3; 128; 
