Letter; Danish; Danish; Danish; Norwegian; Norwegian; Swedish; Swedish
Letter; In stressed onset; Elsewhere (single); Elsewhere (double); In stressed onset; Elsewhere; In stressed onset; Elsewhere
v; [v]; [w]; [w]; [ʋ]; [ʋ]; ; 
b; [p]; [p, w]; [p]; [b]; [b]; ; 
p; [pʰ]; [p]; [p]; [pʰ]; [p]; ; 
d; [t]; [ð]; [ð]; [d]; [d]; ; 
t; [tsʰ]; [t]; [t]; [tʰ]; [t]; ; 
g; [k]; [-, j, w]; [k]; [ɡ]; [ɡ]; ; 
k; [kʰ]; [k]; [k]; [kʰ]; [k]; ; 
r; [ʁ]; [ɐ̯, -]; ; [r]; [r]; ; 
