Name; Release year; Market; Processor; Code name; Device ID; Clock rate; Clock rate; Core config1; API support[ 62] [ 13] [ 32] [ 49] [ 50]; API support[ 62] [ 13] [ 32] [ 49] [ 50]; API support[ 62] [ 13] [ 32] [ 49] [ 50]; API support[ 62] [ 13] [ 32] [ 49] [ 50]; eDRAM (MiB); Memory bandwidth (GB/s)
Name; Release year; Market; Processor; Code name; Device ID; Min (MHz); Max (MHz); Core config1; Direct3D; OpenGL; OpenCL; Vulkan; eDRAM (MiB); Memory bandwidth (GB/s)
HD Graphics 500; 2016; Mobile/ Embedded; Atom x5-E3930; Apollo Lake (Gen9LP); 5A85; 400; 550; 96:12:2; 12; 4.6Windows 4.6Linux ES  3.2Linux; 1.2Windows 1.2Linux; 1.2Windows 1.2Linux; -; 68.2
HD Graphics 500; 2016; Mobile/ Embedded; Atom x5-E3940; Apollo Lake (Gen9LP); 5A85; 400; 600; 96:12:2; 12; 4.6Windows 4.6Linux ES  3.2Linux; 1.2Windows 1.2Linux; 1.2Windows 1.2Linux; -; 68.2
HD Graphics 500; 2016; Celeron N3350; 200; Apollo Lake (Gen9LP); 5A85; 650; 96:12:2; 12; 4.6Windows 4.6Linux ES  3.2Linux; 1.2Windows 1.2Linux; 1.2Windows 1.2Linux; -; 
HD Graphics 500; 2016; Celeron N3450; 200; Apollo Lake (Gen9LP); 5A85; 38.4; 700; 96:12:2; 12; 4.6Windows 4.6Linux ES  3.2Linux; 1.2Windows 1.2Linux; 1.2Windows 1.2Linux; -; 
HD Graphics 500; 2016; Celeron J3355; 250; Apollo Lake (Gen9LP); 5A85; 38.4; 700; 96:12:2; 12; 4.6Windows 4.6Linux ES  3.2Linux; 1.2Windows 1.2Linux; 1.2Windows 1.2Linux; -; 
HD Graphics 500; 2016; Celeron J3455; 250; Apollo Lake (Gen9LP); 5A85; 38.4; 750; 96:12:2; 12; 4.6Windows 4.6Linux ES  3.2Linux; 1.2Windows 1.2Linux; 1.2Windows 1.2Linux; -; 
HD Graphics 505; 2016; Mobile/ Embedded; Atom x7-E3950; Apollo Lake (Gen9LP); 500; 650; 76.8; 12; 4.6Windows 4.6Linux ES  3.2Linux; 1.2Windows 1.2Linux; 1.2Windows 1.2Linux; -; 
HD Graphics 505; 2016; Mobile; 5A84; Apollo Lake (Gen9LP); Pentium N4200; 144:18:3; 200; 750; 12; 4.6Windows 4.6Linux ES  3.2Linux; 1.2Windows 1.2Linux; 1.2Windows 1.2Linux; -; 
HD Graphics 505; 2016; Desktop; 5A84; Apollo Lake (Gen9LP); 38.4; 144:18:3; Pentium J4205; 250; 12; 4.6Windows 4.6Linux ES  3.2Linux; 1.2Windows 1.2Linux; 1.2Windows 1.2Linux; -; 800
HD Graphics 510; 2015; Mobile; Celeron 3855U Celeron 3955U; Skylake (Gen9); 1906; 300; 900; 96:12:2 (GT1); 12 FL12_1; 4.6Windows 4.1macOS 4.6Linux ES  3.2Linux; 2.0Windows 1.2macOS 2.1Linux; 1.2Windows 1.2Linux; -; 34.1
